Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.634083790815788
ARGENTINA,2011,0.473769182748151
ARGENTINA,2015,0.722162391938107
ARGENTINA,2019,0.807400096870301
BOLIVIA,2005,0.588482559969119
BOLIVIA,2009,0.738619036153133
BOLIVIA,2014,0.494163945091045
BOLIVIA,2019,0.529683135559759
BOLIVIA,2020,0.534583711721914
BRASIL,2006,0.53618682510071
BRASIL,2010,0.911383442715992
BRASIL,2014,0.954343965019828
BRASIL,2018,0.840478764565881
BRASIL,2022,0.69249550578915
CHILE,2005,0.481287392756027
CHILE,2009,0.625208417157215
CHILE,2013,0.421419939458252
CHILE,2017,0.497115745434043
CHILE,2021,0.443925442069494
COLOMBIA,2006,0.516366065853215
COLOMBIA,2010,0.514412443331305
COLOMBIA,2014,0.547632748009841
COLOMBIA,2018,0.589649940399809
COLOMBIA,2022,0.794220187464931
COSTA RICA,2006,0.481446103618364
COSTA RICA,2010,0.450630773476973
COSTA RICA,2014,0.310354146445607
COSTA RICA,2018,0.27720113132405
COSTA RICA,2022,0.408493457166373
ECUADOR,2006,0.636613554717547
ECUADOR,2009,0.943196150837989
ECUADOR,2013,0.853482526414348
ECUADOR,2017,0.746363630079308
ECUADOR,2021,0.565071976584428
EL SALVADOR,2004,0.355754632275132
EL SALVADOR,2009,0.500005698480867
EL SALVADOR,2014,0.480046631836937
EL SALVADOR,2019,0.556642597827082
GUATEMALA,2007,0.474338286394075
GUATEMALA,2011,0.924304456613697
GUATEMALA,2015,0.556877420053944
GUATEMALA,2019,0.484235828516068
HONDURAS,2005,0.405466591843357
HONDURAS,2009,0.495696678979061
HONDURAS,2013,0.448791019461794
HONDURAS,2017,0.373057138811207
HONDURAS,2021,0.46106238681694
MEXICO,2006,0.613669652764102
MEXICO,2012,0.512596477210665
MEXICO,2018,0.745872686833824
NICARAGUA,2006,0.63125573998376
NICARAGUA,2011,0.488994879185023
NICARAGUA,2016,0.502267309536879
NICARAGUA,2021,0.435719247487296
PANAMA,2004,0.813001057233704
PANAMA,2009,0.713528609383292
PANAMA,2014,0.685953311614427
PANAMA,2019,0.403927856547343
PARAGUAY,2008,0.857792022453616
PARAGUAY,2013,0.662623347053864
PARAGUAY,2018,0.454423801038122
PERU,2006,0.544333653681721
PERU,2011,0.533751279113904
PERU,2016,0.550633031301243
PERU,2021,0.619756604145128
REPÚBLICA DOMINICANA,2004,0.499939242161444
REPÚBLICA DOMINICANA,2008,0.507881377724209
REPÚBLICA DOMINICANA,2012,0.28303973283735
REPÚBLICA DOMINICANA,2016,0.495218524758864
REPÚBLICA DOMINICANA,2020,0.336515147762367
URUGUAY,2004,0.469623086024762
URUGUAY,2009,0.425579840458982
URUGUAY,2014,0.280234652361004
URUGUAY,2019,0.236023459933922
VENEZUELA,2006,0.922678166840752
VENEZUELA,2012,0.606421343387919
VENEZUELA,2013,0.834368126518942
VENEZUELA,2018,0.814202776182491
