Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.664450608854466
ARGENTINA,2011,0.458293643869717
ARGENTINA,2015,0.731771075118591
ARGENTINA,2019,0.800036702167011
BOLIVIA,2005,0.617348037529529
BOLIVIA,2009,0.68737768682722
BOLIVIA,2014,0.551169362967957
BOLIVIA,2019,0.00105195910889056
BOLIVIA,2020,0.497831361466663
BRASIL,2006,0.576759365308564
BRASIL,2010,0.912690929319707
BRASIL,2014,0.944862888199122
BRASIL,2018,0.838662141626939
BRASIL,2022,1.49089645872677
CHILE,2005,0.519007700501597
CHILE,2009,0.592675713622291
CHILE,2013,0.401150439127053
CHILE,2017,0.0636416220682957
CHILE,2021,0.504056319382594
COLOMBIA,2006,0.486647561569428
COLOMBIA,2010,0.532692323798817
COLOMBIA,2014,0.518297058524755
COLOMBIA,2018,0.614038494053331
COLOMBIA,2022,0.739482029516489
COSTA RICA,2006,0.503352142989769
COSTA RICA,2010,0.4241326148477
COSTA RICA,2014,0.348120372729863
COSTA RICA,2018,0.494748432607567
COSTA RICA,2022,0.328613175952941
ECUADOR,2006,0.61085799839425
ECUADOR,2009,0.941649867256637
ECUADOR,2013,0.852030709659396
ECUADOR,2017,0.712143650477813
ECUADOR,2021,0.527575291098929
EL SALVADOR,2004,0.397291888372093
EL SALVADOR,2009,0.477471005552556
EL SALVADOR,2014,0.441830959634839
EL SALVADOR,2019,0.476972833843092
GUATEMALA,2007,0.515378590071288
GUATEMALA,2011,0.919649976140974
GUATEMALA,2015,0.585548593989217
GUATEMALA,2019,0.502934126693593
HONDURAS,2005,0.507550231530806
HONDURAS,2009,0.502443224586351
HONDURAS,2013,0.403325169976636
HONDURAS,2017,0.388341847080697
HONDURAS,2021,0.528628713033476
MEXICO,2006,0.569275671891798
MEXICO,2012,0.53791479946484
MEXICO,2018,0.760459178241274
NICARAGUA,2006,0.593580420566086
NICARAGUA,2011,0.469594318859576
NICARAGUA,2016,0.455987402898329
NICARAGUA,2021,0.514397132090034
PANAMA,2004,0.814726481481482
PANAMA,2009,0.717092970416867
PANAMA,2014,0.719447171276212
PANAMA,2019,0.410682570535622
PARAGUAY,2008,0.81899653909676
PARAGUAY,2013,0.616587507600722
PARAGUAY,2018,0.453132441412463
PERU,2006,0.540367100519357
PERU,2011,0.51067861517417
PERU,2016,0.480350731198121
PERU,2021,0.599387882374659
REPÚBLICA DOMINICANA,2004,0.479475127601534
REPÚBLICA DOMINICANA,2008,0.502590138528503
REPÚBLICA DOMINICANA,2012,0.276129971847178
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.331769028691301
URUGUAY,2004,0.53273078073087
URUGUAY,2009,0.428393704185381
URUGUAY,2014,0.295077500121246
URUGUAY,2019,0.264757690869927
VENEZUELA,2006,0.930592680893193
VENEZUELA,2012,0
VENEZUELA,2013,0.744438002282451
VENEZUELA,2018,0.799712322978515
