Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.672063708137049
ARGENTINA,2011,0.452266307303746
ARGENTINA,2015,0.723772598444622
ARGENTINA,2019,0.808289479958987
BOLIVIA,2005,0.647718395832484
BOLIVIA,2009,0.667258592260343
BOLIVIA,2014,0.50236197886599
BOLIVIA,2019,0.000896874174065375
BOLIVIA,2020,0.482240057420546
BRASIL,2006,0.495113111736306
BRASIL,2010,0.905964384712851
BRASIL,2014,0.955840194023408
BRASIL,2018,0.854093570443482
BRASIL,2022,1.51615154871584
CHILE,2005,0.493231126660233
CHILE,2009,0.585979638818136
CHILE,2013,0.438085528454582
CHILE,2017,0.0616231580611696
CHILE,2021,0.498512084244862
COLOMBIA,2006,0.445805727318421
COLOMBIA,2010,0.509425101381273
COLOMBIA,2014,0.548333418037376
COLOMBIA,2018,0.629460054054101
COLOMBIA,2022,0.811820038306797
COSTA RICA,2006,0.533838219787046
COSTA RICA,2010,0.41692330138201
COSTA RICA,2014,0.310910774130744
COSTA RICA,2018,0.510455241289948
COSTA RICA,2022,0.384681815031296
ECUADOR,2006,0.637165643499695
ECUADOR,2009,0.945421584817245
ECUADOR,2013,0.862899832265324
ECUADOR,2017,0.714915968970698
ECUADOR,2021,0.58377142858121
EL SALVADOR,2004,0.252334037209302
EL SALVADOR,2009,0.518513133826519
EL SALVADOR,2014,0.495429697183508
EL SALVADOR,2019,0.523415094927506
GUATEMALA,2007,0.525275990391543
GUATEMALA,2011,0.917430688594968
GUATEMALA,2015,0.542511527896477
GUATEMALA,2019,0.525485630180204
HONDURAS,2005,0.527113016133668
HONDURAS,2009,0.437211516957938
HONDURAS,2013,0.381433605180534
HONDURAS,2017,0.40199536870032
HONDURAS,2021,0.4940586302629
MEXICO,2006,0.611154130702133
MEXICO,2012,0.538345508642407
MEXICO,2018,0.748662482326084
NICARAGUA,2006,0.638025012837469
NICARAGUA,2011,0.47826654942964
NICARAGUA,2016,0.513102742028215
NICARAGUA,2021,0.496571741286794
PANAMA,2004,0.812108128932758
PANAMA,2009,0.724912703869162
PANAMA,2014,0.664531208801648
PANAMA,2019,0.374187878241157
PARAGUAY,2008,0.864566914034333
PARAGUAY,2013,0.655168843714866
PARAGUAY,2018,0.363606625955334
PERU,2006,0.542095564826474
PERU,2011,0.54183176976271
PERU,2016,0.501859389982882
PERU,2021,0.610487004597209
REPÚBLICA DOMINICANA,2004,0.434203969436446
REPÚBLICA DOMINICANA,2008,0.488335635865845
REPÚBLICA DOMINICANA,2012,0.259751028242304
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.339922207360695
URUGUAY,2004,0.449703547397084
URUGUAY,2009,0.467406935656287
URUGUAY,2014,0.276013809585123
URUGUAY,2019,0.275523893883992
VENEZUELA,2006,0.938565315857069
VENEZUELA,2012,0
VENEZUELA,2013,0.724927447174551
VENEZUELA,2018,0.822754813922015
