Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.633327413998515
ARGENTINA,2011,0.472435442881185
ARGENTINA,2015,0.722055097097797
ARGENTINA,2019,0.800999381465499
BOLIVIA,2005,0.545284845254795
BOLIVIA,2009,0.633789560906428
BOLIVIA,2014,0.449173274403838
BOLIVIA,2019,0.00102254346675746
BOLIVIA,2020,0.419059939692828
BRASIL,2006,0.511908335652371
BRASIL,2010,0.920401958605074
BRASIL,2014,0.94750988535973
BRASIL,2018,0.839990439239744
BRASIL,2022,1.49916607805725
CHILE,2005,0.458857132170409
CHILE,2009,0.604567011464304
CHILE,2013,0.419141563710262
CHILE,2017,0.0566366533094693
CHILE,2021,0.476043106615085
COLOMBIA,2006,0.477165524861853
COLOMBIA,2010,0.534875833425795
COLOMBIA,2014,0.508969177139742
COLOMBIA,2018,0.619693520999786
COLOMBIA,2022,0.85758340857315
COSTA RICA,2006,0.461596458774595
COSTA RICA,2010,0.455577446518168
COSTA RICA,2014,0.293681161802257
COSTA RICA,2018,0.555634712606017
COSTA RICA,2022,0.41539180668117
ECUADOR,2006,0.648368357696159
ECUADOR,2009,0.944764468634686
ECUADOR,2013,0.882571855074241
ECUADOR,2017,0.700653096503166
ECUADOR,2021,0.608235148739667
EL SALVADOR,2004,0.308613326388889
EL SALVADOR,2009,0.500294824670189
EL SALVADOR,2014,0.49483167704176
EL SALVADOR,2019,0.536040688783607
GUATEMALA,2007,0.535975568468105
GUATEMALA,2011,0.914338015474141
GUATEMALA,2015,0.565451003739831
GUATEMALA,2019,0.538634729477116
HONDURAS,2005,0.47145603851325
HONDURAS,2009,0.383097903022797
HONDURAS,2013,0.414468529661461
HONDURAS,2017,0.378505906714068
HONDURAS,2021,0.475333365491303
MEXICO,2006,0.54882778911505
MEXICO,2012,0.576322645216089
MEXICO,2018,0.748123811284323
NICARAGUA,2006,0.567308340582408
NICARAGUA,2011,0.514742311005946
NICARAGUA,2016,0.458336481932292
NICARAGUA,2021,0.453531566499053
PANAMA,2004,0.796306024434389
PANAMA,2009,0.732435671871339
PANAMA,2014,0.614609240886756
PANAMA,2019,0.383546286209602
PARAGUAY,2008,0.841124233768755
PARAGUAY,2013,0.65469619785246
PARAGUAY,2018,0.433090226412422
PERU,2006,0.513072246618582
PERU,2011,0.563553456213676
PERU,2016,0.54520725809763
PERU,2021,0.596265633285258
REPÚBLICA DOMINICANA,2004,0.431632884792627
REPÚBLICA DOMINICANA,2008,0.488653342175937
REPÚBLICA DOMINICANA,2012,0.292064838006648
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.304114171127459
URUGUAY,2004,0.502160279717946
URUGUAY,2009,0.445402546230634
URUGUAY,2014,0.296442280147599
URUGUAY,2019,0.27435674897319
VENEZUELA,2006,0.919467304202799
VENEZUELA,2012,0
VENEZUELA,2013,0.765054835460857
VENEZUELA,2018,0.799443758433583
